title,topic,prob
"Land use mapping using Sentinel-1 and Sentinel-2 time series in a heterogeneous landscape in Niger, Sahel",topic  48,0.101
"Land use mapping using Sentinel-1 and Sentinel-2 time series in a heterogeneous landscape in Niger, Sahel",topic  49,0.144
Land use transitions and the associated impacts on ecosystem services in the Middle Reaches of the Yangtze River Economic Belt in China based on the geo-informatic Tupu method,topic  2,0.291
Land use transitions and the associated impacts on ecosystem services in the Middle Reaches of the Yangtze River Economic Belt in China based on the geo-informatic Tupu method,topic  11,0.133
Land use transitions and the associated impacts on ecosystem services in the Middle Reaches of the Yangtze River Economic Belt in China based on the geo-informatic Tupu method,topic  40,0.17
Land use transitions and the associated impacts on ecosystem services in the Middle Reaches of the Yangtze River Economic Belt in China based on the geo-informatic Tupu method,topic  48,0.384
"Land use, rangeland degradation and ecological changes in the southern Kalahari, Botswana",topic  11,0.059
"Land use, rangeland degradation and ecological changes in the southern Kalahari, Botswana",topic  23,0.454
"Land use, rangeland degradation and ecological changes in the southern Kalahari, Botswana",topic  48,0.119
"Land use, rangeland degradation and ecological changes in the southern Kalahari, Botswana",topic  50,0.362
"Land use/land cover change and ecosystem services in the Bagmati River Basin, Nepal",topic  2,0.239
"Land use/land cover change and ecosystem services in the Bagmati River Basin, Nepal",topic  30,0.276
"Land use/land cover change and ecosystem services in the Bagmati River Basin, Nepal",topic  48,0.396
"Land use/land cover change effect on soil erosion and sediment delivery in the Winike watershed, Omo Gibe Basin, Ethiopia",topic  2,0.054
"Land use/land cover change effect on soil erosion and sediment delivery in the Winike watershed, Omo Gibe Basin, Ethiopia",topic  33,0.569
"Land use/land cover change effect on soil erosion and sediment delivery in the Winike watershed, Omo Gibe Basin, Ethiopia",topic  48,0.347
Land-Use Change and Driving Force Analysis of Wetland in Poyang Lake Based on Remote Sensing,topic  2,0.12
Land-Use Change and Driving Force Analysis of Wetland in Poyang Lake Based on Remote Sensing,topic  6,0.165
Land-Use Change and Driving Force Analysis of Wetland in Poyang Lake Based on Remote Sensing,topic  11,0.269
Land-Use Change and Driving Force Analysis of Wetland in Poyang Lake Based on Remote Sensing,topic  48,0.401
"Land-Use Change, Habitat Connectivity, and Conservation Gaps: A Case Study of Shorebird Species in the Yellow River Delta of China Using the InVEST Model and Network Analysis",topic  2,0.344
"Land-Use Change, Habitat Connectivity, and Conservation Gaps: A Case Study of Shorebird Species in the Yellow River Delta of China Using the InVEST Model and Network Analysis",topic  25,0.442
"Land-Use Change, Habitat Connectivity, and Conservation Gaps: A Case Study of Shorebird Species in the Yellow River Delta of China Using the InVEST Model and Network Analysis",topic  29,0.069
"Land-Use Change, Habitat Connectivity, and Conservation Gaps: A Case Study of Shorebird Species in the Yellow River Delta of China Using the InVEST Model and Network Analysis",topic  32,0.069
"Land-Use Change, Habitat Connectivity, and Conservation Gaps: A Case Study of Shorebird Species in the Yellow River Delta of China Using the InVEST Model and Network Analysis",topic  48,0.06
"Land-Use Change, Risk and Land-Use Management",topic  16,0.068
"Land-Use Change, Risk and Land-Use Management",topic  22,0.136
"Land-Use Change, Risk and Land-Use Management",topic  39,0.752
Land-Use and Land Cover Is Driving Factor of Runoff Yield: Evidence from A Remote Sensing-Based Runoff Generation Simulation,topic  29,0.554
Land-Use and Land Cover Is Driving Factor of Runoff Yield: Evidence from A Remote Sensing-Based Runoff Generation Simulation,topic  47,0.339
"Land-Use/Land-Cover Changes and Their Influence on the Ecosystem in Chengdu City, China during the Period of 1992-2018",topic  2,0.42
"Land-Use/Land-Cover Changes and Their Influence on the Ecosystem in Chengdu City, China during the Period of 1992-2018",topic  14,0.143
"Land-Use/Land-Cover Changes and Their Influence on the Ecosystem in Chengdu City, China during the Period of 1992-2018",topic  16,0.059
"Land-Use/Land-Cover Changes and Their Influence on the Ecosystem in Chengdu City, China during the Period of 1992-2018",topic  48,0.335
Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery,topic  13,0.342
Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery,topic  48,0.607
Land-use change influence ecosystem services in an agricultural landscape in Central America,topic  2,0.46
Land-use change influence ecosystem services in an agricultural landscape in Central America,topic  30,0.273
Land-use change influence ecosystem services in an agricultural landscape in Central America,topic  38,0.088
Land-use change influence ecosystem services in an agricultural landscape in Central America,topic  50,0.129
"Land-use conversion and its attribution in the Kaidu-Kongqi River Basin, China",topic  29,0.204
"Land-use conversion and its attribution in the Kaidu-Kongqi River Basin, China",topic  48,0.738
Land-use data collection using the ``land cover classification system{''}: results from a case study in Kenya,topic  13,0.146
Land-use data collection using the ``land cover classification system{''}: results from a case study in Kenya,topic  14,0.428
Land-use data collection using the ``land cover classification system{''}: results from a case study in Kenya,topic  48,0.42
"LandCover.ai: Dataset for Automatic Mapping of Buildings, Woodlands, Water and Roads from Aerial Imagery",topic  13,0.251
"LandCover.ai: Dataset for Automatic Mapping of Buildings, Woodlands, Water and Roads from Aerial Imagery",topic  28,0.573
"LandCover.ai: Dataset for Automatic Mapping of Buildings, Woodlands, Water and Roads from Aerial Imagery",topic  48,0.136
"Landfill Site Selection Using Multi-Criteria Decision Analysis, Remote Sensing Data, and Geographic Information System Tools in Najran City, Saudi Arabia",topic  19,0.326
"Landfill Site Selection Using Multi-Criteria Decision Analysis, Remote Sensing Data, and Geographic Information System Tools in Najran City, Saudi Arabia",topic  32,0.239
"Landfill Site Selection Using Multi-Criteria Decision Analysis, Remote Sensing Data, and Geographic Information System Tools in Najran City, Saudi Arabia",topic  40,0.341
Landsat Data Ecosystem Case Study: Actor Perceptions of the Use and Value of Landsat,topic  2,0.062
Landsat Data Ecosystem Case Study: Actor Perceptions of the Use and Value of Landsat,topic  20,0.214
Landsat Data Ecosystem Case Study: Actor Perceptions of the Use and Value of Landsat,topic  22,0.623
Landsat Data Ecosystem Case Study: Actor Perceptions of the Use and Value of Landsat,topic  49,0.095
Landsat ETM plus and SRTM Data Provide Near Real-Time Monitoring of Chimpanzee (<i>Pan troglodytes</i>) Habitats in Africa,topic  26,0.581
Landsat ETM plus and SRTM Data Provide Near Real-Time Monitoring of Chimpanzee (<i>Pan troglodytes</i>) Habitats in Africa,topic  32,0.083
Landsat ETM plus and SRTM Data Provide Near Real-Time Monitoring of Chimpanzee (<i>Pan troglodytes</i>) Habitats in Africa,topic  38,0.056
Landsat ETM plus and SRTM Data Provide Near Real-Time Monitoring of Chimpanzee (<i>Pan troglodytes</i>) Habitats in Africa,topic  49,0.275
Landsat Imagery Spectral Trajectories-Important Variables for Spatially Predicting the Risks of Bark Beetle Disturbance,topic  19,0.051
Landsat Imagery Spectral Trajectories-Important Variables for Spatially Predicting the Risks of Bark Beetle Disturbance,topic  26,0.217
Landsat Imagery Spectral Trajectories-Important Variables for Spatially Predicting the Risks of Bark Beetle Disturbance,topic  38,0.175
Landsat Imagery Spectral Trajectories-Important Variables for Spatially Predicting the Risks of Bark Beetle Disturbance,topic  45,0.068
Landsat Imagery Spectral Trajectories-Important Variables for Spatially Predicting the Risks of Bark Beetle Disturbance,topic  46,0.485
Landsat TM/ETM<SUP>+</SUP> and machine-learning algorithms for limnological studies and algal bloom management of inland lakes,topic  6,0.311
Landsat TM/ETM<SUP>+</SUP> and machine-learning algorithms for limnological studies and algal bloom management of inland lakes,topic  13,0.221
Landsat TM/ETM<SUP>+</SUP> and machine-learning algorithms for limnological studies and algal bloom management of inland lakes,topic  45,0.288
Landsat TM/ETM<SUP>+</SUP> and machine-learning algorithms for limnological studies and algal bloom management of inland lakes,topic  49,0.164
"Landsat time series reveal forest loss and woody encroachment in the Ngorongoro Conservation Area, Tanzania",topic  38,0.656
"Landsat time series reveal forest loss and woody encroachment in the Ngorongoro Conservation Area, Tanzania",topic  48,0.18
"Landsat time series reveal forest loss and woody encroachment in the Ngorongoro Conservation Area, Tanzania",topic  49,0.094
Landsat-based monitoring of southern pine beetle infestation severity and severity change in a temperate mixed forest,topic  15,0.12
Landsat-based monitoring of southern pine beetle infestation severity and severity change in a temperate mixed forest,topic  32,0.122
Landsat-based monitoring of southern pine beetle infestation severity and severity change in a temperate mixed forest,topic  44,0.063
Landsat-based monitoring of southern pine beetle infestation severity and severity change in a temperate mixed forest,topic  45,0.111
Landsat-based monitoring of southern pine beetle infestation severity and severity change in a temperate mixed forest,topic  46,0.397
Landsat-based monitoring of southern pine beetle infestation severity and severity change in a temperate mixed forest,topic  49,0.122
Landscape Changes in the Semi-closed Raya Agricultural Graben Floor of Northern Ethiopia,topic  31,0.065
Landscape Changes in the Semi-closed Raya Agricultural Graben Floor of Northern Ethiopia,topic  32,0.594
Landscape Changes in the Semi-closed Raya Agricultural Graben Floor of Northern Ethiopia,topic  48,0.333
"Landscape Conservation Forecasting for Data-Poor at-Risk Species on Western Public Lands, United States",topic  11,0.079
"Landscape Conservation Forecasting for Data-Poor at-Risk Species on Western Public Lands, United States",topic  15,0.093
"Landscape Conservation Forecasting for Data-Poor at-Risk Species on Western Public Lands, United States",topic  25,0.555
"Landscape Conservation Forecasting for Data-Poor at-Risk Species on Western Public Lands, United States",topic  26,0.065
"Landscape Conservation Forecasting for Data-Poor at-Risk Species on Western Public Lands, United States",topic  48,0.054
"Landscape Conservation Forecasting for Data-Poor at-Risk Species on Western Public Lands, United States",topic  50,0.111
"Landscape Evolution and It's Impact of Ecosystem Service Value of the Wuhan City, China",topic  2,0.316
"Landscape Evolution and It's Impact of Ecosystem Service Value of the Wuhan City, China",topic  11,0.133
"Landscape Evolution and It's Impact of Ecosystem Service Value of the Wuhan City, China",topic  16,0.157
"Landscape Evolution and It's Impact of Ecosystem Service Value of the Wuhan City, China",topic  48,0.389
Landscape Metrics Integrated in Hydraulic Modeling for River Restoration Planning,topic  3,0.428
Landscape Metrics Integrated in Hydraulic Modeling for River Restoration Planning,topic  11,0.2
Landscape Metrics Integrated in Hydraulic Modeling for River Restoration Planning,topic  17,0.06
Landscape Metrics Integrated in Hydraulic Modeling for River Restoration Planning,topic  29,0.147
Landscape Metrics Integrated in Hydraulic Modeling for River Restoration Planning,topic  32,0.159
Landscape analysis for rapid ecological assessment of relocation alternatives for a devastated city,topic  9,0.172
Landscape analysis for rapid ecological assessment of relocation alternatives for a devastated city,topic  13,0.058
Landscape analysis for rapid ecological assessment of relocation alternatives for a devastated city,topic  16,0.142
Landscape analysis for rapid ecological assessment of relocation alternatives for a devastated city,topic  32,0.553
Landscape change assessment and its prediction in a mountainous gradient with diverse land-uses,topic  32,0.305
Landscape change assessment and its prediction in a mountainous gradient with diverse land-uses,topic  48,0.644
